prediction_week,scenario,FORECAST_POINT,START_OF_WEEK,FORECAST_DISTANCE,SKILL_OFFERED_SUM (actual)_PREDICTION,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ASSOCIATION_ID,forecast_step,YEAR,MONTH,DAY_OF_YEAR,WEEK_OF_YEAR,SKILL,SKILL_OFFERED_SUM,ASA,Nieuwjaarsdag,1e Paasdag,2e Paasdag,Koningsdag,Hemelvaartsdag,1e Pinksterdag,2e Pinksterdag,1e Kerstdag,2e Kerstdag,Bevrijdingsdag,Holidays,Voorjaar,Mei,Zomer,Herfst,Kerst,Vacations,Black Friday,Cyber Monday,SpecialDays,NEW CUSTOMER,MIGRATION WITH CPE,MIGRATION WITHOU CPE,CHURN,TECH SWAP,MSTB,ADDON,BASE/STEADY,BASE,MESSAGINGINDICATOR
2024-02-12,actual,2024-02-12T00:00:00Z,2024-05-13,13,41872.1953125,SKILL_OFFERED_SUM (6 week mean),-1486.968359375,50977.0,--,ASA (actual),-1460.9359375,25.0,--,MIGRATION WITH CPE (actual),-1460.676171875,7402.0,--,SKILL_OFFERED_SUM (6 week median),825.705078125,51359.0,++,WEEK_OF_YEAR (6 week mean),635.51171875,4.5,++,SKILL_OFFERED_SUM (6 week std),-497.9578125,2059.98582519395,--,SKILL_OFFERED_SUM (6 week min),-491.43046875,47766.0,--,MIGRATION WITHOU CPE (actual),480.845703125,5875.0,++,SKILL_OFFERED_SUM (3rd lag),470.51796875,47766.0,++,MSTB (actual),407.80234375,1680.0,+,APPROVED,TECH_2024-05-13,13,2024,5,134,20,TECH,,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6659,7402,5875,7322,2169,1680,1865,"2995177,429","3028149,429",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-02-26,1,46075.80078125,MIGRATION WITH CPE (actual),1084.08203125,14844.0,++,MSTB (actual),995.18203125,1754.0,++,SKILL_OFFERED_SUM (6 week mean),-940.236328125,50825.333333333336,--,SKILL_OFFERED_SUM (3rd lag),872.66796875,49858.0,++,SKILL_OFFERED_SUM (6 week std),-804.748828125,1922.9150440585424,--,ASA (actual),793.10703125,151.0,++,ADDON (actual),-722.640234375,1672.0,--,SKILL_OFFERED_SUM (2nd lag),-611.221875,50137.0,--,SKILL_OFFERED_SUM (4th lag),551.0828125,47766.0,++,NEW CUSTOMER (actual),522.9015625,9544.0,++,APPROVED,TECH_2024-02-26,1,2024,2,57,9,TECH,,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9544,14844,7403,10571,5844,1754,1672,"3043812,429","3095444,429",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-03-04,2,43766.46875,ASA (actual),-1028.102734375,24.0,--,MIGRATION WITH CPE (actual),910.651953125,12017.0,++,SKILL_OFFERED_SUM (5th lag),-829.104296875,52664.0,--,SKILL_OFFERED_SUM (6 week std),-685.193359375,1922.9150440585424,--,ADDON (actual),-674.654296875,1839.0,--,SKILL_OFFERED_SUM (4th lag),670.321484375,47766.0,++,SKILL_OFFERED_SUM (6 week median),593.925390625,51041.5,++,SKILL_OFFERED_SUM (3rd lag),498.49609375,49858.0,++,MIGRATION WITHOU CPE (actual),493.803515625,6280.0,++,SKILL_OFFERED_SUM (6 week max),-375.5765625,52664.0,--,APPROVED,TECH_2024-03-04,2,2024,3,64,10,TECH,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7229,12017,6280,7853,5252,1597,1839,3032631,3074698,10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-03-11,3,44413.875,MIGRATION WITH CPE (actual),1405.122265625,10464.0,++,ASA (actual),-903.083203125,12.0,--,SKILL_OFFERED_SUM (6 week median),855.869921875,51041.5,++,SKILL_OFFERED_SUM (4th lag),703.74921875,47766.0,++,SKILL_OFFERED_SUM (6 week mean),-648.416015625,50825.333333333336,--,SKILL_OFFERED_SUM (6 week std),-614.384375,1922.9150440585424,--,TECH SWAP (actual),522.620703125,1957.0,++,ADDON (actual),-489.49921875,1708.0,--,NEW CUSTOMER (actual),464.173828125,6715.0,++,SKILL_OFFERED_SUM (5th lag),-448.986328125,52664.0,--,APPROVED,TECH_2024-03-11,3,2024,3,71,11,TECH,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6715,10464,6762,8677,1957,1486,1708,"3063229,286","3100998,286",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-03-18,4,42325.734375,ASA (actual),-932.193359375,23.0,--,SKILL_OFFERED_SUM (6 week mean),-930.68125,50825.333333333336,--,SKILL_OFFERED_SUM (6 week std),-685.193359375,1922.9150440585424,--,SKILL_OFFERED_SUM (6 week median),667.861328125,51041.5,++,ADDON (actual),-596.695703125,1678.0,--,SKILL_OFFERED_SUM (3rd lag),589.09140625,49858.0,++,SKILL_OFFERED_SUM (5th lag),-545.620703125,52664.0,--,TECH SWAP (actual),-478.601953125,10565.0,--,NEW CUSTOMER (actual),459.29609375,6951.0,++,MIGRATION WITHOU CPE (actual),444.785546875,6176.0,++,APPROVED,TECH_2024-03-18,4,2024,3,78,12,TECH,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6951,9323,6176,8254,10565,1470,1678,"3050121,429","3094538,429",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-03-25,5,41678.37109375,ASA (actual),-946.121875,23.0,--,SKILL_OFFERED_SUM (6 week std),-739.30859375,1922.9150440585424,--,SKILL_OFFERED_SUM (6 week median),667.858203125,51041.5,++,ADDON (actual),-666.983203125,1681.0,--,SKILL_OFFERED_SUM (6 week mean),-659.85625,50825.333333333336,--,SKILL_OFFERED_SUM (3rd lag),600.45078125,49858.0,++,TECH SWAP (actual),-573.760546875,11278.0,--,NEW CUSTOMER (actual),-543.39140625,7919.0,--,MSTB (actual),494.02578125,1583.0,++,SKILL_OFFERED_SUM (5th lag),-478.616015625,52664.0,--,APPROVED,TECH_2024-03-25,5,2024,3,85,13,TECH,,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7919,9019,5541,8582,11278,1583,1681,"3036999,286","3082602,286",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-04-01,6,38951.140625,Holidays (actual),-1840.459540625,3.0,--,ASA (actual),-1563.30546875,22.0,--,MIGRATION WITH CPE (actual),-1172.883203125,7475.0,--,SKILL_OFFERED_SUM (6 week median),977.53359375,51041.5,++,ADDON (actual),-859.6953125,1423.0,--,DAY_OF_YEAR (actual),841.41171875,92.0,++,SKILL_OFFERED_SUM (6 week std),-739.071875,1922.9150440585424,--,WEEK_OF_YEAR (6 week mean),736.194140625,5.5,++,SKILL_OFFERED_SUM (5th lag),-628.3296875,52664.0,--,SKILL_OFFERED_SUM (6 week max),-609.677734375,52664.0,--,APPROVED,TECH_2024-04-01,6,2024,4,92,14,TECH,,22,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7763,7475,5631,8510,9363,1467,1423,"3024496,714","3066128,714",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-04-08,7,42087.44921875,SKILL_OFFERED_SUM (6 week mean),-1020.0734375,50825.333333333336,--,SKILL_OFFERED_SUM (6 week std),-798.99296875,1922.9150440585424,--,TECH SWAP (actual),-759.837109375,4291.0,--,SKILL_OFFERED_SUM (3rd lag),725.180859375,49858.0,++,SKILL_OFFERED_SUM (6 week median),667.861328125,51041.5,++,ASA (actual),-647.882421875,27.0,--,SKILL_OFFERED_SUM (5th lag),-580.379296875,52664.0,--,ADDON (actual),-569.88828125,1868.0,--,MSTB (actual),533.93671875,1412.0,++,NEW CUSTOMER (actual),533.1328125,6597.0,++,APPROVED,TECH_2024-04-08,7,2024,4,99,15,TECH,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6597,9013,5614,7940,4291,1412,1868,"3012656,571","3049391,571",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-04-15,8,43560.82421875,MIGRATION WITH CPE (actual),1627.56796875,10394.0,++,TECH SWAP (actual),1111.629296875,1648.0,++,ASA (actual),-1068.658203125,13.0,--,SKILL_OFFERED_SUM (6 week median),834.7453125,51041.5,++,MIGRATION WITHOU CPE (actual),-801.60390625,8333.0,--,DAY_OF_YEAR (actual),-644.396875,106.0,--,SKILL_OFFERED_SUM (3rd lag),550.78046875,49858.0,++,SKILL_OFFERED_SUM (5th lag),-520.753515625,52664.0,--,SKILL_OFFERED_SUM (6 week max),-520.2796875,52664.0,--,SKILL_OFFERED_SUM (6 week std),-497.39921875,1922.9150440585424,--,APPROVED,TECH_2024-04-15,8,2024,4,106,16,TECH,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7040,10394,8333,7910,1648,1515,1638,"3024576,857","3063054,857",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-04-22,9,39616.82421875,Holidays (actual),-2764.473290625,2.0,---,ASA (actual),-1626.790234375,7.0,--,WEEK_OF_YEAR (6 week mean),1042.948046875,5.5,++,SKILL_OFFERED_SUM (6 week mean),-985.284765625,50825.333333333336,--,ADDON (actual),-847.67578125,1421.0,--,SKILL_OFFERED_SUM (3rd lag),795.668359375,49858.0,++,SKILL_OFFERED_SUM (6 week median),789.390234375,51041.5,++,SKILL_OFFERED_SUM (6 week std),-580.541796875,1922.9150440585424,--,START_OF_WEEK (Month) (actual),521.42578125,4.0,+,SKILL_OFFERED_SUM (6 week max),-500.9109375,52664.0,-,APPROVED,TECH_2024-04-22,9,2024,4,113,17,TECH,,7,0,0,0,2,0,0,0,0,0,0,2,0,9,0,0,0,9,0,0,0,6919,8168,5817,7889,1468,1455,1421,3046789,3079926,10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-04-29,10,44346.22265625,TECH SWAP (actual),1247.201171875,1680.0,++,SKILL_OFFERED_SUM (3rd lag),924.615625,49858.0,++,SKILL_OFFERED_SUM (6 week mean),-743.008984375,50825.333333333336,--,WEEK_OF_YEAR (6 week mean),711.06015625,5.5,++,SKILL_OFFERED_SUM (6 week std),-658.67109375,1922.9150440585424,--,ADDON (actual),-657.088671875,1485.0,--,SKILL_OFFERED_SUM (6 week median),650.754296875,51041.5,++,START_OF_WEEK (Month) (actual),596.94140625,4.0,++,MIGRATION WITHOU CPE (actual),505.3171875,6127.0,++,MSTB (actual),480.81875,1399.0,++,APPROVED,TECH_2024-04-29,10,2024,4,120,18,TECH,,37,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,0,0,0,8515,8273,6127,8916,1680,1399,1485,"3026879,857","3063274,857",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-05-06,11,34035.20703125,Holidays (actual),-2597.39695625,3.0,---,ADDON (actual),-2485.229296875,1111.0,--,NEW CUSTOMER (actual),-1619.914453125,5537.0,--,ASA (actual),-1093.73125,6.0,--,SKILL_OFFERED_SUM (6 week mean),-1066.966015625,50825.333333333336,--,SKILL_OFFERED_SUM (6 week median),1011.5060546875,51041.5,++,MIGRATION WITHOU CPE (actual),-887.236328125,8710.0,--,START_OF_WEEK (Month) (actual),-608.36796875,5.0,-,SKILL_OFFERED_SUM (6 week std),-572.809375,1922.9150440585424,-,MSTB (actual),-564.42109375,1117.0,-,APPROVED,TECH_2024-05-06,11,2024,5,127,19,TECH,,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5537,5598,8710,6707,1473,1117,1111,"3024856,143","3055109,143",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-05-13,12,42213.82421875,ASA (actual),-1382.56796875,25.0,--,SKILL_OFFERED_SUM (6 week mean),-1314.11875,50825.333333333336,--,MIGRATION WITH CPE (actual),-864.573828125,7402.0,--,SKILL_OFFERED_SUM (6 week median),856.006640625,51041.5,++,WEEK_OF_YEAR (6 week mean),759.110546875,5.5,++,SKILL_OFFERED_SUM (6 week std),-617.01015625,1922.9150440585424,--,SKILL_OFFERED_SUM (3rd lag),537.233984375,49858.0,++,DAY_OF_YEAR (actual),-444.4171875,134.0,--,SKILL_OFFERED_SUM (6 week min),-434.5171875,47766.0,--,MSTB (actual),426.58125,1680.0,++,APPROVED,TECH_2024-05-13,12,2024,5,134,20,TECH,,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6659,7402,5875,7322,2169,1680,1865,"2995177,429","3028149,429",10
2024-02-19,planned,2024-02-19T00:00:00Z,2024-05-20,13,39158.53125,Holidays (actual),-1892.817946875,3.0,--,SKILL_OFFERED_SUM (6 week mean),-1499.18671875,50825.333333333336,--,NEW CUSTOMER (actual),-1354.267578125,5819.0,--,ASA (actual),-1262.35390625,11.0,--,SKILL_OFFERED_SUM (6 week std),-987.41953125,1922.9150440585424,--,SKILL_OFFERED_SUM (6 week median),977.531640625,51041.5,++,SKILL_OFFERED_SUM (3rd lag),753.789453125,49858.0,++,WEEK_OF_YEAR (6 week mean),728.2640625,5.5,++,ADDON (actual),-649.13125,1536.0,--,MSTB (actual),510.2765625,1461.0,+,APPROVED,TECH_2024-05-20,13,2024,5,141,21,TECH,,11,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5819,5417,5205,7440,3441,1461,1536,"2954492,286","2984811,286",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-02-26,1,46075.80078125,MIGRATION WITH CPE (actual),1084.08203125,14844.0,++,MSTB (actual),995.18203125,1754.0,++,SKILL_OFFERED_SUM (6 week mean),-940.236328125,50825.333333333336,--,SKILL_OFFERED_SUM (3rd lag),872.66796875,49858.0,++,SKILL_OFFERED_SUM (6 week std),-804.748828125,1922.9150440585424,--,ASA (actual),793.10703125,151.0,++,ADDON (actual),-722.640234375,1672.0,--,SKILL_OFFERED_SUM (2nd lag),-611.221875,50137.0,--,SKILL_OFFERED_SUM (4th lag),551.0828125,47766.0,++,NEW CUSTOMER (actual),522.9015625,9544.0,++,APPROVED,TECH_2024-02-26,1,2024,2,57,9,TECH,,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9544,14844,7403,10571,5844,1754,1672,"3043812,429","3095444,429",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-03-04,2,43766.46875,ASA (actual),-1028.102734375,24.0,--,MIGRATION WITH CPE (actual),910.651953125,12017.0,++,SKILL_OFFERED_SUM (5th lag),-829.104296875,52664.0,--,SKILL_OFFERED_SUM (6 week std),-685.193359375,1922.9150440585424,--,ADDON (actual),-674.654296875,1839.0,--,SKILL_OFFERED_SUM (4th lag),670.321484375,47766.0,++,SKILL_OFFERED_SUM (6 week median),593.925390625,51041.5,++,SKILL_OFFERED_SUM (3rd lag),498.49609375,49858.0,++,MIGRATION WITHOU CPE (actual),493.803515625,6280.0,++,SKILL_OFFERED_SUM (6 week max),-375.5765625,52664.0,--,APPROVED,TECH_2024-03-04,2,2024,3,64,10,TECH,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7229,12017,6280,7853,5252,1597,1839,3032631,3074698,10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-03-11,3,44413.875,MIGRATION WITH CPE (actual),1405.122265625,10464.0,++,ASA (actual),-903.083203125,12.0,--,SKILL_OFFERED_SUM (6 week median),855.869921875,51041.5,++,SKILL_OFFERED_SUM (4th lag),703.74921875,47766.0,++,SKILL_OFFERED_SUM (6 week mean),-648.416015625,50825.333333333336,--,SKILL_OFFERED_SUM (6 week std),-614.384375,1922.9150440585424,--,TECH SWAP (actual),522.620703125,1957.0,++,ADDON (actual),-489.49921875,1708.0,--,NEW CUSTOMER (actual),464.173828125,6715.0,++,SKILL_OFFERED_SUM (5th lag),-448.986328125,52664.0,--,APPROVED,TECH_2024-03-11,3,2024,3,71,11,TECH,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6715,10464,6762,8677,1957,1486,1708,"3063229,286","3100998,286",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-03-18,4,42325.734375,ASA (actual),-932.193359375,23.0,--,SKILL_OFFERED_SUM (6 week mean),-930.68125,50825.333333333336,--,SKILL_OFFERED_SUM (6 week std),-685.193359375,1922.9150440585424,--,SKILL_OFFERED_SUM (6 week median),667.861328125,51041.5,++,ADDON (actual),-596.695703125,1678.0,--,SKILL_OFFERED_SUM (3rd lag),589.09140625,49858.0,++,SKILL_OFFERED_SUM (5th lag),-545.620703125,52664.0,--,TECH SWAP (actual),-478.601953125,10565.0,--,NEW CUSTOMER (actual),459.29609375,6951.0,++,MIGRATION WITHOU CPE (actual),444.785546875,6176.0,++,APPROVED,TECH_2024-03-18,4,2024,3,78,12,TECH,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6951,9323,6176,8254,10565,1470,1678,"3050121,429","3094538,429",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-03-25,5,41678.37109375,ASA (actual),-946.121875,23.0,--,SKILL_OFFERED_SUM (6 week std),-739.30859375,1922.9150440585424,--,SKILL_OFFERED_SUM (6 week median),667.858203125,51041.5,++,ADDON (actual),-666.983203125,1681.0,--,SKILL_OFFERED_SUM (6 week mean),-659.85625,50825.333333333336,--,SKILL_OFFERED_SUM (3rd lag),600.45078125,49858.0,++,TECH SWAP (actual),-573.760546875,11278.0,--,NEW CUSTOMER (actual),-543.39140625,7919.0,--,MSTB (actual),494.02578125,1583.0,++,SKILL_OFFERED_SUM (5th lag),-478.616015625,52664.0,--,APPROVED,TECH_2024-03-25,5,2024,3,85,13,TECH,,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7919,9019,5541,8582,11278,1583,1681,"3036999,286","3082602,286",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-04-01,6,38951.140625,Holidays (actual),-1840.459540625,3.0,--,ASA (actual),-1563.30546875,22.0,--,MIGRATION WITH CPE (actual),-1172.883203125,7475.0,--,SKILL_OFFERED_SUM (6 week median),977.53359375,51041.5,++,ADDON (actual),-859.6953125,1423.0,--,DAY_OF_YEAR (actual),841.41171875,92.0,++,SKILL_OFFERED_SUM (6 week std),-739.071875,1922.9150440585424,--,WEEK_OF_YEAR (6 week mean),736.194140625,5.5,++,SKILL_OFFERED_SUM (5th lag),-628.3296875,52664.0,--,SKILL_OFFERED_SUM (6 week max),-609.677734375,52664.0,--,APPROVED,TECH_2024-04-01,6,2024,4,92,14,TECH,,22,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7763,7475,5631,8510,9363,1467,1423,"3024496,714","3066128,714",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-04-08,7,42087.44921875,SKILL_OFFERED_SUM (6 week mean),-1020.0734375,50825.333333333336,--,SKILL_OFFERED_SUM (6 week std),-798.99296875,1922.9150440585424,--,TECH SWAP (actual),-759.837109375,4291.0,--,SKILL_OFFERED_SUM (3rd lag),725.180859375,49858.0,++,SKILL_OFFERED_SUM (6 week median),667.861328125,51041.5,++,ASA (actual),-647.882421875,27.0,--,SKILL_OFFERED_SUM (5th lag),-580.379296875,52664.0,--,ADDON (actual),-569.88828125,1868.0,--,MSTB (actual),533.93671875,1412.0,++,NEW CUSTOMER (actual),533.1328125,6597.0,++,APPROVED,TECH_2024-04-08,7,2024,4,99,15,TECH,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6597,9013,5614,7940,4291,1412,1868,"3012656,571","3049391,571",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-04-15,8,43560.82421875,MIGRATION WITH CPE (actual),1627.56796875,10394.0,++,TECH SWAP (actual),1111.629296875,1648.0,++,ASA (actual),-1068.658203125,13.0,--,SKILL_OFFERED_SUM (6 week median),834.7453125,51041.5,++,MIGRATION WITHOU CPE (actual),-801.60390625,8333.0,--,DAY_OF_YEAR (actual),-644.396875,106.0,--,SKILL_OFFERED_SUM (3rd lag),550.78046875,49858.0,++,SKILL_OFFERED_SUM (5th lag),-520.753515625,52664.0,--,SKILL_OFFERED_SUM (6 week max),-520.2796875,52664.0,--,SKILL_OFFERED_SUM (6 week std),-497.39921875,1922.9150440585424,--,APPROVED,TECH_2024-04-15,8,2024,4,106,16,TECH,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7040,10394,8333,7910,1648,1515,1638,"3024576,857","3063054,857",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-04-22,9,39616.82421875,Holidays (actual),-2764.473290625,2.0,---,ASA (actual),-1626.790234375,7.0,--,WEEK_OF_YEAR (6 week mean),1042.948046875,5.5,++,SKILL_OFFERED_SUM (6 week mean),-985.284765625,50825.333333333336,--,ADDON (actual),-847.67578125,1421.0,--,SKILL_OFFERED_SUM (3rd lag),795.668359375,49858.0,++,SKILL_OFFERED_SUM (6 week median),789.390234375,51041.5,++,SKILL_OFFERED_SUM (6 week std),-580.541796875,1922.9150440585424,--,START_OF_WEEK (Month) (actual),521.42578125,4.0,+,SKILL_OFFERED_SUM (6 week max),-500.9109375,52664.0,-,APPROVED,TECH_2024-04-22,9,2024,4,113,17,TECH,,7,0,0,0,2,0,0,0,0,0,0,2,0,9,0,0,0,9,0,0,0,6919,8168,5817,7889,1468,1455,1421,3046789,3079926,10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-04-29,10,44346.22265625,TECH SWAP (actual),1247.201171875,1680.0,++,SKILL_OFFERED_SUM (3rd lag),924.615625,49858.0,++,SKILL_OFFERED_SUM (6 week mean),-743.008984375,50825.333333333336,--,WEEK_OF_YEAR (6 week mean),711.06015625,5.5,++,SKILL_OFFERED_SUM (6 week std),-658.67109375,1922.9150440585424,--,ADDON (actual),-657.088671875,1485.0,--,SKILL_OFFERED_SUM (6 week median),650.754296875,51041.5,++,START_OF_WEEK (Month) (actual),596.94140625,4.0,++,MIGRATION WITHOU CPE (actual),505.3171875,6127.0,++,MSTB (actual),480.81875,1399.0,++,APPROVED,TECH_2024-04-29,10,2024,4,120,18,TECH,,37,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,0,0,0,8515,8273,6127,8916,1680,1399,1485,"3026879,857","3063274,857",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-05-06,11,34035.20703125,Holidays (actual),-2597.39695625,3.0,---,ADDON (actual),-2485.229296875,1111.0,--,NEW CUSTOMER (actual),-1619.914453125,5537.0,--,ASA (actual),-1093.73125,6.0,--,SKILL_OFFERED_SUM (6 week mean),-1066.966015625,50825.333333333336,--,SKILL_OFFERED_SUM (6 week median),1011.5060546875,51041.5,++,MIGRATION WITHOU CPE (actual),-887.236328125,8710.0,--,START_OF_WEEK (Month) (actual),-608.36796875,5.0,-,SKILL_OFFERED_SUM (6 week std),-572.809375,1922.9150440585424,-,MSTB (actual),-564.42109375,1117.0,-,APPROVED,TECH_2024-05-06,11,2024,5,127,19,TECH,,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5537,5598,8710,6707,1473,1117,1111,"3024856,143","3055109,143",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-05-13,12,42213.82421875,ASA (actual),-1382.56796875,25.0,--,SKILL_OFFERED_SUM (6 week mean),-1314.11875,50825.333333333336,--,MIGRATION WITH CPE (actual),-864.573828125,7402.0,--,SKILL_OFFERED_SUM (6 week median),856.006640625,51041.5,++,WEEK_OF_YEAR (6 week mean),759.110546875,5.5,++,SKILL_OFFERED_SUM (6 week std),-617.01015625,1922.9150440585424,--,SKILL_OFFERED_SUM (3rd lag),537.233984375,49858.0,++,DAY_OF_YEAR (actual),-444.4171875,134.0,--,SKILL_OFFERED_SUM (6 week min),-434.5171875,47766.0,--,MSTB (actual),426.58125,1680.0,++,APPROVED,TECH_2024-05-13,12,2024,5,134,20,TECH,,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6659,7402,5875,7322,2169,1680,1865,"2995177,429","3028149,429",10
2024-02-19,actual,2024-02-19T00:00:00Z,2024-05-20,13,39158.53125,Holidays (actual),-1892.817946875,3.0,--,SKILL_OFFERED_SUM (6 week mean),-1499.18671875,50825.333333333336,--,NEW CUSTOMER (actual),-1354.267578125,5819.0,--,ASA (actual),-1262.35390625,11.0,--,SKILL_OFFERED_SUM (6 week std),-987.41953125,1922.9150440585424,--,SKILL_OFFERED_SUM (6 week median),977.531640625,51041.5,++,SKILL_OFFERED_SUM (3rd lag),753.789453125,49858.0,++,WEEK_OF_YEAR (6 week mean),728.2640625,5.5,++,ADDON (actual),-649.13125,1536.0,--,MSTB (actual),510.2765625,1461.0,+,APPROVED,TECH_2024-05-20,13,2024,5,141,21,TECH,,11,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5819,5417,5205,7440,3441,1461,1536,"2954492,286","2984811,286",10
2024-02-26,planned,2024-02-26T00:00:00Z,2024-03-04,1,44765.9453125,ASA (actual),-1264.937109375,24.0,---,SKILL_OFFERED_SUM (3rd lag),696.2078125,50137.0,++,SKILL_OFFERED_SUM (6 week median),672.053125,51041.5,++,ADDON (actual),-639.104296875,1839.0,--,MIGRATION WITH CPE (actual),588.317578125,12017.0,++,SKILL_OFFERED_SUM (4th lag),579.134375,49858.0,++,SKILL_OFFERED_SUM (acceleration),539.08359375,3386.0,++,MSTB (actual),527.933984375,1597.0,++,DAY_OF_YEAR (actual),-412.212890625,64.0,--,MIGRATION WITHOU CPE (actual),384.989453125,6280.0,++,APPROVED,TECH_2024-03-04,1,2024,3,64,10,TECH,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7229,12017,6280,7853,5252,1597,1839,3032631,3074698,10
